waybillno,productcode
SF6507090016233,null
SF6507090033359,null
SF6507089793738,null
SF6507090084830,null
SF6507089082758,null
SF6507089084254,null
SF6507090589216,null
SF6507090275164,null
SF6507088982628,null
SF6507090597767,null
SF6507089392742,null
SF6507089584389,null
SF6507090431809,null
SF6507089727200,null
SF6507090062509,null
SF6507089067783,null
SF6507089074516,null
SF6507089517932,null
SF6507089111538,null
SF6507090322777,null
SF6507089082925,null
SF6507088607191,null
SF6507089093719,null
SF6507089126471,null
SF6507089174826,null
SF6507089136359,null
SF6507090011568,null
SF6507088984372,null
SF6507089244043,null
SF6507089872111,null
SF6507090206189,null
SF6507090088265,null
SF6507089130555,null
SF6507089076445,null
SF6507089116346,null
SF6507089063891,null
SF6507089083232,null
SF6507089256248,null
SF6507089872111,
SF6507089394884,null
SF6507089108342,null
SF6507090326720,null
SF6507089731896,null
SF6507089082846,null
SF6507090438616,null
SF6507088981836,null
SF6507089127555,null
SF6507089084096,null
SF6507090146886,null
SF6507090508027,null
SF6507089202566,null
SF6507089707850,null
SF6507089115157,null
SF6507090192386,null
SF6507090084203,null
SF6507089118820,null
SF6507089732315,null
SF6507090331651,null
SF6507089121512,null
SF6507089153184,null
SF6507089114743,null
SF6507089112223,null
SF6507089218936,null
SF6507088870732,null
SF6507089183921,null
SF6507090677260,null
SF6507089464047,null
SF6507089067129,null
SF6507090298831,null
SF6507089082103,null
SF1691477050899,null
SF6507089201077,null
SF6507090082356,null
SF6507089087258,null
SF6507090310634,null
SF6507089065111,null
SF6507090215090,null
SF6507089211865,null
SF6507090695061,null
SF6507089718645,null
SF6507089077399,null
SF6507090027355,null
SF6507089453484,null
SF6507089968337,null
SF6507089794663,null
SF6507089072914,null
SF6507090717354,null
SF6507090262925,null
SF6507090330037,null
SF6507089107832,null
SF6507089406476,null
SF6507088963373,null
SF6508603272012,null
SF6507088982521,null
SF6507089077786,null
SF6507089126708,null
SF6507088987597,null
SF6507089303764,null
SF6507089118239,null
SF6507089102405,null
SF6507089381049,null
SF6507089112153,null
SF1511629764046,null
SF6507089130785,null
SF6507089065120,null
SF6507089110560,null
SF6507089085513,null
SF6507089240849,null
SF1691477050899,
SF6507089097823,null
SF6507089118496,null
SF6507089149231,null
SF6507089504292,null
SF6507090332036,null
SF6507089537141,null
SF6507090292340,null
SF6507090331023,null
SF6507090106470,null
SF6507089290055,null
SF6507089067553,null
SF6507089113776,null
SF6507088608344,null
SF6507089301517,null
SF6507089120669,null
SF6507090552765,null
SF6507090151707,null
SF6507088608195,null
SF6507090668598,null
SF6507089525883,null
SF6507089089811,null
SF6507089119516,null
SF9600553063981,SE0001
SF6507088981333,null
SF6507088606945,null
SF6507090437524,null
SF6507090150642,null
SF6507089157782,null
SF6507089090054,null
SF6507089063449,null
SF6507089068945,null
SF6507089348720,null
SF6507090251656,null
SF6507089673895,null
SF6507088981890,null
SF6507090332115,null
SF6507090310176,null
SF6507089249347,null
SF6507090081255,null
SF6507088987206,null
SF6507090108885,null
SF6507090083184,null
SF6507089076976,null
SF6507090564184,null
SF6507089071295,null
SF6507089591766,null
SF6507089094944,null
SF6507089114674,null
SF6507088607473,null
SF6507089478790,null
SF6507089079670,null
SF6507089573498,null
SF6507089855623,null
SF6507089087106,null
SF6508603271797,null
SF6507089803182,null
SF6507090437597,null
SF6507089080838,null
SF6507089093067,null
SF6507089997515,null
SF6507090336865,null
SF6507089036949,null
SF6507089085277,null
SF6507089124427,null
SF6507089543904,null
SF6507089697481,null
SF6507089623150,null
SF6507089083896,null
SF6507089116664,null
SF6507089035372,null
SF6507089101077,null
SF6507089098111,null
SF6507089712578,null
SF6507089067535,null
SF6507088986283,null
SF6507090084027,null
SF6507089086086,null
SF6507089499780,null
SF6507089072871,null
SF6507089061089,null
SF6507090074592,null
SF6507089111061,null
SF6507089072987,null
SF6507089120599,null
SF6507089084014,null
SF6507089118008,null
SF6507089453697,null
SF6507089062902,null
SF6507090003494,null
SF6507090414687,null
SF6507089220262,null
SF6507089107302,null
SF6507088608431,null
SF6507088607843,null
SF6507090220732,null
SF6507089088173,null
SF6507088608459,null
SF6507089733910,null
SF6507089068723,null
SF6507089198264,null
SF6507089423044,null
SF6507089102187,null
SF6507089074191,null
SF6507089978694,null
SF6507090134381,null
SF6507089170873,null
SF6507089075248,null
SF6507089641410,null
SF6507089108988,null
SF6507089069270,null
SF6507088593343,null
SF6507089074234,null
SF6507088983623,null
SF6507089095851,null
SF6507089113916,null
SF6507088901712,null
SF6507089107162,null
SF6507090287941,null
SF6507089301095,null
SF6507089077098,null
SF6507088607807,null
SF6507090422353,null
SF6507089121106,null
SF6507089072378,null
SF6507090406286,null
SF6507089113970,null
SF6507089241378,null
SF6507089807348,null
SF6507090441584,null
SF6507089073867,null
SF6507090553373,null
SF6507089132193,null
SF6507089279856,null
SF6507089064365,null
SF6507090522007,null
SF6507090589146,null
SF6507088742277,null
SF6507089941147,null
SF6507090515585,null
SF9600553063511,SE0001
SF6507089672254,null
SF6507090613840,null
SF6507089073188,null
SF6507089199735,null
SF6507089062241,null
SF6507089120853,null
SF6507088986122,null
SF6507089088261,null
SF6507089692258,null
SF6507089562612,null
SF6507089815660,null
SF6507090437958,null
SF6507089127033,null
SF6507089084527,null
SF6507090449401,null
SF6507089701517,null
SF6507090265152,null
SF6507089079873,null
SF6507090487192,null
SF6507089119298,null
SF6507089808863,null
SF6507089127097,null
SF6507090333447,null
SF6507089976473,null
SF6507090231315,null
SF6507090332267,null
SF6507088408608,null
SF6507089906291,null
SF6507090327198,null
SF6507088985225,null
SF6507089111283,null
SF6507089067492,null
SF6507088987763,null
SF6507088665487,null
SF6507089623496,null
SF6507090324185,null
SF6507089823820,null
SF6507089286175,null
SF6507089147241,null
SF6507090437533,null
SF6507090440604,null
SF6507089255077,null
SF6507089219386,null
SF6507089109822,null
SF6507089181861,null
SF6507089465998,null
SF6507089150047,null
SF6507089072969,null
SF6507089329651,null
SF6507088988042,null
SF6507089107975,null
SF6507089081912,null
SF6507089899250,null
SF6507089122816,null
SF6507089073982,null
SF6507089631480,null
SF6507090340940,null
SF6507090251610,null
SF6507089377035,null
SF6507090494985,null
SF6507089146721,null
SF6507089075723,null
SF6507089107684,null
SF6507088835666,null
SF6507089350241,null
SF6507089074377,null
SF6507089243773,null
SF6507090630204,null
SF6507089375230,null
SF6507089035441,null
SF6507089122719,null
SF6507089705958,null
SF6507089118105,null
SF6507089277705,null
SF6507088606414,null
SF6507090442048,null
SF6507089090337,null
SF6507089060806,null
SF6507089077635,null
SF6507089115624,null
SF6507089837141,null
SF6507090377409,null
SF6507089119695,null
SF6507090116085,null
SF6507090096259,null
SF6507089946130,null
SF6507090062397,null
SF6507089498158,null
SF6507090441663,null
SF6507089073919,null
SF6507089095190,null
SF6507090331720,null
SF6507090399032,null
SF6507089082430,null
SF6507090369548,null
SF6507089046818,null
SF6507089452559,null
SF6507089212010,null
SF6507089115881,null
SF6507089549434,null
SF6507088692117,null
SF6507089119843,null
SF6507089107602,null
SF6507089661196,null
SF6507089115563,null
SF6507089871744,null
SF6507089122298,null
SF6507090351504,null
SF6507089296477,null
SF6507090534169,null
SF6507089082421,null
SF6507089112162,null
SF6507089748554,null
SF6507089115245,null
SF6507089077731,null
SF6507090623930,null
SF6507089111308,null
SF6507089580909,null
SF6507089304186,null
SF6507089077574,null
SF6507089858635,null
SF6507089071822,null
SF6507089115590,null
SF6507090167346,null
SF6507089124888,null
SF6507089129536,null
SF6507090400155,null
SF6507089123936,null
SF6507090327116,null
SF6507089672402,null
SF6507090486867,null
SF6507089118150,null
SF6507089816406,null
SF6507088983447,null
SF6507089074631,null
SF6507089268803,null
SF6507089097648,null
SF6507089082042,null
SF6507088608510,null
SF6507089107135,null
SF6507089984079,null
SF6507090089551,null
SF6507089111635,null
SF6507090552738,null
SF6507090586733,null
SF6507090592986,null
SF6507089062056,null
SF6507089663353,null
SF6507089081506,null
SF6507090035524,null
SF6507090605352,null
SF6507089616991,null
SF6507089583057,null
SF6507089076754,null
SF6507089112287,null
SF6507090497060,null
SF6507090689668,null
SF6507090175137,null
SF6507089292294,null
SF6507089406024,null
SF6507090183167,null
SF6507089124002,null
SF6508603271497,null
SF6507089865130,null
SF6507089065439,null
SF6507089742336,null
SF6507089116946,null
SF6507088986795,null
SF6507089117086,null
SF6507089082158,null
SF6507090608355,null
SF6507089115111,null
SF6507090333571,null
SF6507089066664,null
SF6507089123681,null
SF6507089112462,null
SF6507089069816,null
SF6507088865390,null
SF6507089035123,null
SF6507089061122,null
SF6507089084509,null
SF6507088019429,null
SF6507089375433,null
SF6507089118732,null
SF6507090094753,null
SF6507089072544,null
SF6507089063643,null
SF9600553063861,SE0001
SF6507089087230,null
SF6507090136104,null
SF6507089584103,null
SF6507089419491,null
SF6507089422507,null
SF6507089067429,null
SF6507089075405,null
SF6507088984945,null
SF6507089066876,null
SF6508603272543,null
SF6507089570907,null
SF6507089078805,null
SF6507089368212,null
SF6507089672388,null
SF6507088984141,null
SF6507089947966,null
SF6507089366365,null
SF6507089991493,null
SF6507090332512,null
SF6507089693323,null
SF6507089116036,null
SF6507090171209,null
SF6507089070102,null
SF6507089988853,null
SF6507090309632,null
SF6507089063430,null
SF6507090029681,null
SF6507089219931,null
SF6507090060785,null
SF6507089569387,null
SF6507089704131,null
SF6507089088340,null
SF6507089524312,null
SF6507090033377,null
SF6507090697670,null
SF6507089856705,null
SF6507089925565,null
SF6507089985393,null
SF6507089863043,null
SF6507090329188,null
SF6507090049570,null
SF6507089155792,null
SF6507089453069,null
SF6507089163459,null
SF6507089119003,null
SF6507089125962,null
SF6507089381959,null
SF6507089161062,null
SF6507089896159,null
SF6507089121133,null
SF6507089120774,null
SF6507089113291,null
SF6507090771397,null
SF6507089128665,null
SF6507089074100,null
SF6507090099129,null
SF6507089078648,null
SF6507089787489,null
SF6507088444937,null
SF6507090555520,null
SF6507088983678,null
SF6507089063625,null
SF6507089087337,null
SF6507089077256,null
SF6507089443677,null
SF6507089646476,null
SF6507089060842,null
SF6507089114046,null
SF6507089098420,null
SF6507089062896,null
SF6507090169645,null
SF6507089219959,null
SF6507089260473,null
SF6507089082051,null
SF6507089063485,null
SF6507089124649,null
SF6507090575446,null
SF6507090367415,null
SF6507090309696,null
SF6507089074464,null
SF6507090399193,null
SF6507089113855,null
SF6507090371272,null
SF6507089063703,null
SF6507089219021,null
SF6507090135959,null
SF6507089299499,null
SF6507089124930,null
SF6507089121637,null
SF6507089857852,null
SF6507089528082,null
SF6507089064707,null
SF6507088978678,null
SF6507089059993,null
SF6507090444320,null
SF6507090490271,null
SF6507089334183,null
SF6507088985049,null
SF6507090112933,null
SF6507089867881,null
SF6507089089441,null
SF6507089650902,null
SF6507088606336,null
SF6507089526550,null
SF6507089849901,null
SF6507089422313,null
SF6507089476359,null
SF6507088987897,null
SF6507089122100,null
SF6507089073415,null
SF6507089073230,null
SF6507089486702,null
SF6507090482366,null
SF6507089117835,null
SF6507089178490,null
SF6507089063194,null
SF6507089107499,null
SF6507089369650,null
SF6507089031134,null
SF6507089299375,null
SF6507089213228,null
SF6507089086217,null
SF6507089122182,null
SF6507089414716,null
SF6507089068008,null
SF6507088606405,null
SF6507089697612,null
SF6507089719304,null
SF6507089082449,null
SF6507090382666,null
SF6507089031125,null
SF6507089070306,null
SF6507089520562,null
SF6507089123211,null
SF6507089075496,null
SF6507088984884,null
SF6507089390470,null
SF6507089114840,null
SF6507090663939,null
SF6507090041608,null
SF6507090001210,null
SF6507089092354,null
SF6507089073849,null
SF6507090041801,null
SF6507090165868,null
SF6507089072483,null
SF6507089121124,null
SF6507089417669,null
SF6507090336404,null
SF6507089114434,null
SF6507089122252,null
SF6507090443098,null
SF6507089122225,null
SF6507090663939,
SF6507089452329,null
SF6507088460218,null
SF6507089118487,null
SF6507089994178,null
SF6507089097435,null
SF6507090445264,null
SF6507089156909,null
SF6507089083666,null
SF6507089072535,null
SF6507089035248,null
SF6507090439975,null
SF6507089074395,null
SF6507088985058,null
SF6507089109504,null
SF6507089829997,null
SF6507089486854,null
SF6507088608547,null
SF6507089077653,null
SF6507089123469,null
SF6507089063837,null
SF6507089102017,null
SF6507088691422,null
SF6508603273026,null
SF6507089070757,null
SF6507089452974,null
SF6507090220196,null
SF6507089396635,null
SF6507090062906,null
SF9600553063671,SE0001
SF6507089087197,null
SF6507089478745,null
SF6507090025310,null
SF6507090309905,null
SF6507089125104,null
SF6507090332812,null
SF6507089880053,null
SF6507089290347,null
SF6507089856487,null
SF6507090120239,null
SF6507089519304,null
SF6507090011734,null
SF6507089834068,null
SF6507090130752,null
SF6507090102472,null
SF6507089645630,null
SF6507089083375,null
SF6507089308306,null
SF6507090175807,null
SF6507090443926,null
SF6507089066973,null
SF6507089930421,null
SF6507090236883,null
SF6507090534363,null
SF6507089907993,null
SF6507089062975,null
SF6507089508272,null
SF6507089707269,null
SF6507090047396,null
SF6507089089318,null
SF6507089127485,null
SF6507089092017,null
SF6507090330522,null
SF6507090217857,null
SF6507089120095,null
SF6507089252595,null
SF6507089076745,null
SF6507089130573,null
SF6507089083832,null
SF6507090235986,null
SF6507090517654,null
SF6507089114683,null
SF6507089077007,null
SF6507090321825,null
SF6507090354482,null
SF6507089127060,null
SF6507089081279,null
SF6507089107726,null
SF6507089121788,null
SF6507089307393,null
SF6507090272521,null
SF6507089456123,null
SF6507089641165,null
SF6507089113316,null
SF6507089064019,null
SF6507089098766,null
SF6507089036897,null
SF6507089083639,null
SF6507090440021,null
SF6507089272041,null
SF6507089450902,null
SF6507089453184,null
SF6507089116258,null
SF6507090445607,null
SF6507089036903,null
SF6507089113891,null
SF6507089111547,null
SF6507089704617,null
SF6507089087133,null
SF6507089081075,null
SF6507089083444,null
SF6507089031107,null
SF6507089419764,null
SF6507089111238,null
SF6507089088234,null
SF6507090224882,null
SF6507090236671,null
SF6507089077025,null
SF6507089077662,null
SF6507089824985,null
SF6507089079652,null
SF6507090057485,null
SF6507090415124,null
SF6507090026350,null
SF6507089130643,null
SF6507088987949,null
SF6507090613513,null
SF6507090216825,null
SF6507089083480,null
SF6507089069746,null
SF6507089076515,null
SF6507090597989,null
SF6507089082015,null
SF6507089290374,null
SF6507089090300,null
SF6507089082088,null
SF6507089063800,null
SF6507089218945,null
SF6507090163250,null
SF6507088984654,null
SF6507090170198,null
SF6507089064568,null
SF6507089067031,null
SF6507089070775,null
SF6507089994732,null
SF6507089126726,null
SF6507090440049,null
SF6507089745206,null
SF6507089845330,null
SF6507089118390,null
SF6507089112657,null
SF6507090538291,null
SF6507089507780,null
SF6507090017917,null
SF6507089108087,null
SF6507089108863,null
SF6507089703695,null
SF6507089584458,null
SF6507089061326,null
SF6507089785384,null
SF6507089070254,null
SF6507089070157,null
SF6507090440931,null
SF6507090084821,null
SF6507089065166,null
SF6507090233710,null
SF6507089084951,null
SF6507089105190,null
SF6507090041538,null
